arm,framework,variant,endpoint,concurrency,rep,io_ms,rps_mean,rps_stddev,total_requests,lat_mean_ms,lat_p50_ms,lat_p95_ms,lat_p99_ms,lat_max_ms,non2xx,errors,timeouts,throughput_mb,cpu_samples,cpu_mean_pct,cpu_max_pct,mem_mean_mb,mem_max_mb,loop_p99_ms,loop_max_ms,rss_final_mb,link_util_pct,link_speed_mbps
express-plain,express,plain,get,100,1,0,13958.14,485.94,837488,6.64,6,11,11,233,0,0,0,164.4125,120,98.61966666666666,100.62,36.05083333333333,37.1,17.694719,19.185663,81.78125,0,0
express-plain,express,plain,get,100,2,0,14814.4,201.73,888867,6.41,6,10,10,385,0,0,0,174.49375,120,98.56883333333333,100.55,35.708,36.54,18.202623,19.595263,81.27734375,0,0
express-plain,express,plain,get,100,3,0,14780.27,176.87,886796,6.42,6,10,10,367,0,0,0,174.08541666984559,120,98.5625,100.57,36.3915,37.15,18.366463,19.136511,81.53125,0,0
express-plain,express,plain,get,100,4,0,14902.94,173.06,894129,6.33,6,10,10,233,0,0,0,175.52708333969116,120,98.56416666666667,100.56,36.5175,37.29,18.120703,21.413887,81.46875,0,0
express-plain,express,plain,get,100,5,0,14675.74,198.84,880523,6.5,6,10,10,213,0,0,0,172.85833333969117,120,98.5495,100.6,35.44916666666667,36.16,18.137087,19.038207,81.15625,0,0
express-plain,express,plain,get,10,1,0,14805.47,266.84,888273,0.05,0,1,2,6,0,0,0,174.38333333969115,120,98.52583333333334,100.5,30.414666666666665,32.52,12.541951,13.852671,77.2578125,0,0
express-plain,express,plain,get,10,2,0,14795.87,246.21,887743,0.05,0,1,2,6,0,0,0,174.27083333969117,120,98.55533333333334,100.58,30.335166666666666,31.92,12.484607,13.705215,77.42578125,0,0
express-plain,express,plain,get,10,3,0,14657.87,226.55,879431,0.06,0,1,3,7,0,0,0,172.64583333969117,120,98.53716666666666,100.53,29.154333333333334,29.78,12.615679,14.180351,77.421875,0,0
express-plain,express,plain,get,10,4,0,14832.54,256.05,889923,0.06,0,1,2,9,0,0,0,174.70625,120,99.32216666666666,100.6,30.50358333333333,31.25,12.533759,14.983167,77.5078125,0,0
express-plain,express,plain,get,10,5,0,14402.4,518.55,864104,0.06,0,1,3,9,0,0,0,169.63541666984557,120,98.54616666666666,100.6,30.4765,30.99,12.582911,14.614527,77.1953125,0,0
express-plain,express,plain,get,500,1,0,13879.2,149.24,832733,35.52,35,41,41,6372,0,0,0,163.47916666984557,120,99.32666666666667,100.59,51.43566666666667,52.13,38.633471,39.682047,93.7734375,0,0
express-plain,express,plain,get,500,2,0,13529.2,166.86,811724,36.45,37,43,43,4976,0,0,0,159.35416666984557,120,98.54633333333334,100.65,51.5,52.54,43.155455,48.562175,93.7109375,0,0
express-plain,express,plain,get,500,3,0,12977.2,441.25,778590,38.05,38,46,47,7376,0,0,0,152.84791666984557,120,98.62516666666667,100.66,50.65383333333333,51.79,50.167807,50.561023,92.88671875,0,0
express-plain,express,plain,get,500,4,0,13622.54,152.5,817308,36.21,36,41,42,6527,0,0,0,160.45208333969117,120,98.58333333333333,100.62,50.904833333333336,51.91,40.271871,43.352063,93.30859375,0,0
express-plain,express,plain,get,500,5,0,13767.2,223.19,826013,35.82,35,41,41,6813,0,0,0,162.15208333969116,120,98.52333333333333,100.6,48.49633333333333,49.25,39.911423,41.648127,90.83984375,0,0
express-plain,express,plain,post,100,1,0,17342.34,296.86,1040530,5.08,4,9,9,301,0,0,0,8.616634120941162,120,98.61733333333333,100.71,38.769,39.47,17.416191,28.622847,85.25,0,0
express-plain,express,plain,post,100,2,0,17407.27,317.17,1044422,5.05,4,9,9,231,0,0,0,8.64853515625,120,98.614,100.63,36.8805,38.19,17.285119,24.690687,83.5859375,0,0
express-plain,express,plain,post,100,3,0,17489.41,276.4,1049386,5.03,4,9,9,304,0,0,0,8.690592451095581,120,98.62116666666667,100.6,38.342,39.1,17.235967,21.823487,84.359375,0,0
express-plain,express,plain,post,100,4,0,17030.87,292.56,1021849,5.18,4,9,9,193,0,0,0,8.462662763595581,120,98.61433333333333,100.6,44.464,45.23,18.677759,24.887295,90.75,0,0
