arm,framework,variant,endpoint,concurrency,rep,io_ms,rps_mean,rps_stddev,total_requests,lat_mean_ms,lat_p50_ms,lat_p95_ms,lat_p99_ms,lat_max_ms,non2xx,errors,timeouts,throughput_mb,cpu_samples,cpu_mean_pct,cpu_max_pct,mem_mean_mb,mem_max_mb,loop_p99_ms,loop_max_ms,rss_final_mb,link_util_pct,link_speed_mbps
express-plain,express,plain,post,500,2,0,16024.4,226.97,961397,30.72,30,37,37,6474,0,0,0,7.961555995941162,120,98.62333333333333,100.64,55.65083333333333,56.29,35.094527,36.667391,97.80078125,0,0
express-plain,express,plain,post,500,3,0,16401.41,214.59,984069,29.95,30,36,36,5258,0,0,0,8.149674482345581,120,99.304,100.6,56.75633333333333,57.18,32.194559,43.384831,98.6875,0,0
express-plain,express,plain,post,500,4,0,16075.14,341.05,964475,30.62,30,37,37,3974,0,0,0,7.987076826095581,120,98.58816666666667,100.62,54.93233333333333,55.29,32.030719,48.791551,96.35546875,0,0
express-plain,express,plain,post,500,5,0,16150.94,219.5,969029,30.48,30,36,37,6085,0,0,0,8.02447916984558,120,98.56866666666667,100.66,56.695,57.27,33.849343,38.895615,98.3046875,0,0
express-zod,express,zod,get,100,1,0,6646.94,60.27,398789,14.63,14,19,19,299,0,0,0,311.4291666698456,120,98.49016666666667,100.45,36.737833333333334,37.46,18.251775,24.150015,82.0078125,0,0
express-zod,express,zod,get,100,2,0,6734,80.63,404022,14.19,13,18,19,459,0,0,0,315.50833333969115,120,98.49983333333333,100.48,35.25683333333333,35.82,17.956863,24.412159,81.6953125,0,0
express-zod,express,zod,get,100,3,0,6786.67,82.4,407171,14.1,13,18,18,616,0,0,0,317.95833333969114,120,98.54133333333333,100.51,35.91566666666667,36.76,17.776639,21.364735,81.83203125,0,0
express-zod,express,zod,get,100,4,0,6757.94,67.41,405445,14.16,13,18,19,491,0,0,0,316.5958333396912,120,98.51866666666666,100.51,35.87766666666667,36.7,17.825791,22.675455,81.7734375,0,0
express-zod,express,zod,get,100,5,0,6754.67,72.12,405244,14.14,13,18,19,509,0,0,0,316.44583333969115,120,98.47083333333333,100.44,35.660333333333334,36.44,17.956863,22.216703,81.53125,0,0
express-zod,express,zod,get,10,1,0,6928.4,80.71,415676,0.82,1,2,3,9,0,0,0,324.5916666698456,120,98.495,100.55,29.845666666666666,30.51,12.500991,16.228351,78.09375,0,0
express-zod,express,zod,get,10,2,0,6922.6,73.97,415330,0.82,1,2,3,9,0,0,0,324.33333333969114,120,98.52433333333333,100.52,30.3585,30.94,12.091391,13.950975,77.90625,0,0
express-zod,express,zod,get,10,3,0,6963.6,72.68,417788,0.66,1,2,3,7,0,0,0,326.25,120,98.52366666666667,100.54,30.368333333333332,30.81,12.435455,14.155775,77.765625,0,0
express-zod,express,zod,get,10,4,0,6928.87,76.78,415691,0.82,1,2,3,8,0,0,0,324.5958333396912,120,98.41,100.48,30.119833333333332,30.85,12.238847,13.975551,77.94921875,0,0
express-zod,express,zod,get,10,5,0,6934.67,74.79,416047,0.82,1,2,3,7,0,0,0,324.8875,120,98.48,100.48,30.215833333333332,31.64,12.451839,13.729791,78,0,0
express-zod,express,zod,get,500,1,0,6539.87,127.05,392346,74.86,75,84,84,9987,0,42,42,306.37083333969116,120,98.34616666666666,100.49,45.597166666666666,47.22,84.934655,95.879167,87.98046875,0,0
express-zod,express,zod,get,500,2,0,6453.6,114.77,387196,75.26,75,84,85,9972,0,65,65,302.35000000953676,120,98.42333333333333,100.44,46.1825,47.44,85.590015,88.997887,88.15625,0,0
express-zod,express,zod,get,500,3,0,6509.6,110.08,390541,76.02,75,84,84,9940,0,10,10,304.98333333969117,120,98.49833333333333,100.56,45.6635,47.0,79.429631,88.473599,88.09375,0,0
express-zod,express,zod,get,500,4,0,6538.87,103.45,392284,75.42,75,83,83,9934,0,20,20,306.325,120,98.44633333333333,100.47,45.81516666666667,46.84,84.017151,84.672511,88.3671875,0,0
express-zod,express,zod,get,500,5,0,6721.27,101,403257,72.34,72,79,79,9965,0,61,61,314.9083333396912,120,98.48966666666666,100.5,45.7525,46.83,79.560703,85.000191,88.3359375,0,0
express-zod,express,zod,post,100,1,0,16280.87,331.63,976854,5.75,5,10,11,215,0,0,0,8.088997402191161,120,98.5905,100.6,36.7485,37.2,17.170431,26.476543,82.68359375,0,0
express-zod,express,zod,post,100,2,0,16044.54,288.67,962635,5.91,5,10,10,328,0,0,0,7.9712890625,120,98.59816666666667,100.62,37.0415,37.8,18.120703,23.625727,82.48046875,0,0
express-zod,express,zod,post,100,3,0,15958.94,310.84,957507,5.93,5,10,11,37,0,0,0,7.9294921875,120,98.59666666666666,100.57,39.383833333333335,40.19,18.137087,26.591231,84.48828125,0,0
express-zod,express,zod,post,100,4,0,16123.94,326.93,967405,5.9,5,10,11,396,0,0,0,8.0111328125,120,98.62016666666666,100.66,38.158833333333334,40.1,18.006015,23.511039,83.15625,0,0
express-zod,express,zod,post,100,5,0,15955.07,307.76,957272,5.94,5,10,11,328,0,0,0,7.926953125,120,98.56616666666666,100.54,38.53,39.35,18.169855,23.412735,83,0,0
express-zod,express,zod,post,10,1,0,16377.07,822.89,982560,0.06,0,1,3,9,0,0,0,8.136425790786744,120,98.6725,101.0,30.679666666666666,32.25,12.902399,16.924671,79.81640625,0,0
express-zod,express,zod,post,10,2,0,16605.54,740.81,996301,0.06,0,1,3,8,0,0,0,8.250520839691163,120,98.646,100.66,32.033,32.43,12.918783,17.924095,79.609375,0,0
express-zod,express,zod,post,10,3,0,16857.27,329.3,1011406,0.06,0,1,3,12,0,0,0,8.375227870941162,120,99.389,100.61,31.655333333333335,33.07,12.886015,21.151743,80.17578125,0,0
express-zod,express,zod,post,10,4,0,16794.8,382.84,1007688,0.06,0,1,3,8,0,0,0,8.344986982345581,120,98.64833333333333,101.56,32.429,32.82,12.836863,16.228351,80.109375,0,0
express-zod,express,zod,post,10,5,0,16698,554.24,1001843,0.06,0,1,3,8,0,0,0,8.2958984375,120,98.64783333333334,100.76,31.676,32.76,12.869631,16.924671,79.921875,0,0
express-zod,express,zod,post,500,1,0,14610.14,196.65,876552,33.73,33,41,41,5880,0,0,0,7.2591796875,120,98.58,100.65,52.908166666666666,54.15,36.438015,42.369023,95.70703125,0,0
express-zod,express,zod,post,500,2,0,13678.14,467.88,820659,36.09,35,44,44,8275,0,0,0,6.796158857345581,120,99.41975,100.73,54.12733333333333,54.52,39.419903,43.778047,95.70703125,0,0
express-zod,express,zod,post,500,3,0,14658.27,247.96,879432,33.62,33,41,41,5564,0,0,0,7.282682294845581,120,98.5865,100.62,53.6925,54.37,39.354367,50.233343,96.01171875,0,0
express-zod,express,zod,post,500,4,0,14568,225.18,874051,33.83,33,41,41,5857,0,0,0,7.238216152191162,120,98.608,100.67,53.4015,54.09,35.815423,42.565631,95.96875,0,0
express-zod,express,zod,post,500,5,0,14691.2,219.83,881447,33.54,33,41,41,5942,0,0,0,7.299348964691162,120,98.617,100.66,53.89966666666667,54.37,36.863999,44.335103,96.20703125,0,0
fastify-plain,fastify,plain,get,100,1,0,11032.8,136.18,661932,8.31,8,9,17,415,0,0,0,516.2041666698456,120,98.488,100.56,34.9675,35.67,18.366463,25.083903,80.8125,0,0
fastify-plain,fastify,plain,get,100,2,0,11054.4,149.75,663215,8.26,8,9,17,455,0,0,0,517.2208333396911,120,98.52533333333334,100.55,34.0535,35.09,18.382847,24.346623,80.51953125,0,0
fastify-plain,fastify,plain,get,100,3,0,10991.74,252.32,659464,8.32,8,9,15,458,0,0,0,514.275,120,99.34316666666666,100.55,34.751666666666665,35.94,19.726335,21.594111,80.90625,0,0
fastify-plain,fastify,plain,get,100,4,0,11062.8,98.11,663733,8.25,8,9,16,238,0,0,0,517.61875,120,98.55333333333333,100.54,33.776833333333336,34.66,18.448383,23.707647,80.7578125,0,0
fastify-plain,fastify,plain,get,100,5,0,10945.34,143.76,656688,8.58,8,9,17,120,0,0,0,512.1208333396912,120,98.54433333333333,100.59,33.803666666666665,35.11,18.874367,28.065791,80.73046875,0,0
fastify-plain,fastify,plain,get,10,1,0,11130.54,97.71,667782,0.15,0,1,1,11,0,0,0,520.7708333396912,120,98.56266666666667,100.56,29.863333333333333,32.41,10.551295,13.844479,80.171875,0,0
fastify-plain,fastify,plain,get,10,2,0,11030,291.89,661778,0.15,0,1,1,8,0,0,0,516.0458333396912,120,98.54716666666667,100.52,30.003333333333334,32.5,10.551295,13.737983,80.1875,0,0
fastify-plain,fastify,plain,get,10,3,0,10985.74,259.74,659119,0.15,0,1,1,13,0,0,0,514.0041666698456,120,98.6085,100.78,30.495,33.17,10.600447,17.629183,80.18359375,0,0
fastify-plain,fastify,plain,get,10,4,0,11032,105.1,661880,0.15,0,1,1,8,0,0,0,516.1520833396912,120,98.57083333333334,100.64,30.050833333333333,32.66,10.395647,11.747327,80.1015625,0,0
fastify-plain,fastify,plain,get,10,5,0,10664,472.28,639817,0.15,0,1,1,8,0,0,0,498.95,120,98.56683333333334,100.59,30.320166666666665,32.9,10.534911,13.189119,79.9609375,0,0
fastify-plain,fastify,plain,get,500,1,0,10960.54,168.53,657581,45.11,45,49,52,7101,0,0,0,512.8229166698455,120,98.504,100.69,39.754333333333335,42.18,54.591487,66.650111,83.37109375,0,0
fastify-plain,fastify,plain,get,500,2,0,10982.54,176.37,658949,45.08,45,46,52,8369,0,0,0,513.8708333396912,120,98.57566666666666,100.69,39.28216666666667,40.11,53.575679,62.423039,83.06640625,0,0
fastify-plain,fastify,plain,get,500,3,0,10987.2,172.57,659197,45.02,45,47,52,7012,0,0,0,514.05625,120,98.60133333333333,100.73,39.352666666666664,40.3,51.707903,68.026367,83.265625,0,0
fastify-plain,fastify,plain,get,500,4,0,10476.14,180.3,628504,46.8,47,49,54,9972,0,28,28,490.12083333969116,120,98.6595,100.75,39.63466666666667,40.81,53.346303,65.601535,83.296875,0,0
fastify-plain,fastify,plain,get,500,5,0,10994,189.32,659642,45,45,46,52,8562,0,0,0,514.3979166698456,120,98.57066666666667,100.65,40.13816666666666,41.4,55.607295,66.748415,83.74609375,0,0
fastify-plain,fastify,plain,post,100,1,0,52190.4,836.72,3131318,1.33,1,5,5,145,0,0,0,22.64635416984558,120,99.40883333333333,101.64,38.337833333333336,38.82,14.352383,19.595263,84.703125,0,0
fastify-plain,fastify,plain,post,100,2,0,52009.07,725.59,3120540,1.33,1,5,5,166,0,0,0,22.569010419845583,120,99.39483333333334,101.57,38.20616666666667,38.98,14.344191,15.695871,84.0859375,0,0
fastify-plain,fastify,plain,post,100,3,0,51702.4,1115.44,3102219,1.34,1,5,5,201,0,0,0,22.436197919845583,120,99.41883333333334,101.8,39.20066666666666,40.16,14.409727,15.155199,84.7265625,0,0
fastify-plain,fastify,plain,post,100,4,0,52072,724.69,3124303,1.34,1,5,5,94,0,0,0,22.594270839691163,120,99.3875,101.58,38.317166666666665,38.83,14.368767,16.007167,84.64453125,0,0
fastify-plain,fastify,plain,post,100,5,0,51716.27,642.08,3102930,1.34,1,5,5,19,0,0,0,22.440104169845583,120,99.41816666666666,101.6,38.6855,39.5,14.508031,20.250623,84.34765625,0,0
fastify-plain,fastify,plain,post,10,1,0,54920.54,613.91,3295248,0.02,0,0,0,9,0,0,0,23.83125,120,99.70766666666667,101.71,31.569333333333333,32.04,12.894207,19.103743,80.88671875,0,0
fastify-plain,fastify,plain,post,10,2,0,54850.67,590.96,3291150,0.02,0,0,0,6,0,0,0,23.8015625,120,99.686,101.76,31.705666666666666,32.26,12.943359,15.523839,81.08984375,0,0
fastify-plain,fastify,plain,post,10,3,0,55530.67,610.03,3331847,0.02,0,0,0,11,0,0,0,24.09557291984558,120,99.66766666666666,101.74,32.410833333333336,32.64,12.959743,14.204927,81.359375,0,0
fastify-plain,fastify,plain,post,10,4,0,54672,482.06,3280241,0.02,0,0,0,9,0,0,0,23.723177089691163,120,99.68633333333334,101.74,32.02883333333333,32.84,12.943359,16.408575,81.765625,0,0
fastify-plain,fastify,plain,post,10,5,0,55439.47,640.84,3326287,0.02,0,0,0,9,0,0,0,24.05546875,120,99.697,101.79,32.05916666666667,32.29,12.959743,18.989055,81.40234375,0,0
fastify-plain,fastify,plain,post,500,1,0,45750.94,968.13,2745049,10.49,8,16,17,1984,0,0,0,19.85234375,120,99.19433333333333,101.51,54.59316666666667,56.0,22.462463,27.230207,98.05859375,0,0
fastify-plain,fastify,plain,post,500,2,0,49253.87,1011.45,2955195,9.69,8,15,16,1919,0,0,0,21.371875,120,99.26583333333333,101.49,49.30833333333334,50.2,17.448959,26.902527,92.08984375,0,0
fastify-plain,fastify,plain,post,500,3,0,48832,863.2,2929952,9.84,8,15,16,2070,0,0,0,21.190104169845583,120,99.3015,101.52,47.627,48.0,16.891903,25.526271,91.26953125,0,0
fastify-plain,fastify,plain,post,500,4,0,46085.87,570.27,2765094,10.41,8,16,17,1690,0,0,0,19.99817708969116,120,99.265,101.53,51.58166666666666,53.34,22.265855,26.902527,95.625,0,0
fastify-plain,fastify,plain,post,500,5,0,46143.47,497.79,2768588,10.41,8,16,17,2070,0,0,0,20.020833339691162,120,99.324,101.58,50.522166666666664,50.78,22.183935,27.164671,92.94140625,0,0
fastify-schema,fastify,schema,get,100,1,0,6280.27,69.47,376766,15.24,15,16,30,813,0,0,0,293.82916666984556,120,99.26525,100.47,35.74025,36.57,16.187391,33.816575,81.68359375,0,0
fastify-schema,fastify,schema,get,100,2,0,6284.27,70.55,377027,15.22,15,15,30,552,0,0,0,294.02083333969114,120,98.5045,100.44,34.966833333333334,35.64,16.015359,31.145983,81.77734375,0,0
fastify-schema,fastify,schema,get,100,3,0,6283.87,67.74,376995,15.22,15,15,31,483,0,0,0,293.9875,120,99.26233333333333,100.45,35.62,36.68,16.080895,31.293439,81.640625,0,0
fastify-schema,fastify,schema,get,100,4,0,6346.34,67,380759,15.21,15,15,30,569,0,0,0,296.9291666698456,120,98.51983333333334,100.49,35.80166666666667,37.08,15.917055,25.247743,81.78515625,0,0
fastify-schema,fastify,schema,get,100,5,0,6311.54,75.48,378651,15.22,15,16,30,109,0,0,0,295.27083333969114,120,98.57033333333334,100.52,35.178333333333335,35.89,17.121279,27.344895,81.7265625,0,0
fastify-schema,fastify,schema,get,10,1,0,6338.47,69.98,380279,1.15,1,2,2,10,0,0,0,296.5625,120,98.53366666666666,100.49,33.304833333333335,34.05,11.091967,17.367039,81.20703125,0,0
fastify-schema,fastify,schema,get,10,2,0,6335.6,59.92,380117,1.15,1,2,2,10,0,0,0,296.4291666698456,120,98.43933333333334,100.48,33.4305,34.07,11.091967,16.064511,81.26171875,0,0
fastify-schema,fastify,schema,get,10,3,0,6300.54,185.57,378001,1.15,1,2,2,14,0,0,0,294.78750000953676,120,98.52566666666667,100.51,32.95666666666666,33.67,11.051007,15.581183,81.109375,0,0
fastify-schema,fastify,schema,get,10,4,0,6379.8,65.27,382754,1.15,1,2,2,10,0,0,0,298.4875,120,99.27783333333333,100.5,32.48741666666667,33.28,11.059199,16.605183,81.11328125,0,0
fastify-schema,fastify,schema,get,10,5,0,6368.54,66.74,382069,1.15,1,2,2,14,0,0,0,297.95416666984556,120,98.44033333333333,100.45,33.35633333333333,34.21,11.067391,15.548415,81.47265625,0,0
fastify-schema,fastify,schema,get,500,1,0,6318.07,166.75,379047,76.76,77,79,86,9970,0,70,70,295.575,120,98.36583333333333,100.48,40.225,41.51,81.002495,94.109695,84.06640625,0,0
fastify-schema,fastify,schema,get,500,2,0,6324.74,99.7,379462,76.89,78,80,87,9981,0,61,61,295.91250000953676,120,99.15966666666667,100.48,39.99316666666667,40.89,82.313215,94.306303,83.91796875,0,0
fastify-schema,fastify,schema,get,500,3,0,6354.07,118.82,381197,77.35,77,84,86,9979,0,30,30,297.2791666698456,120,98.46216666666666,100.48,40.36216666666667,41.5,86.900735,93.650943,83.74609375,0,0
fastify-schema,fastify,schema,get,500,4,0,6274.47,99.9,376432,75.9,78,80,87,9997,0,123,123,293.55,120,98.47033333333333,100.49,39.4195,40.1,81.723391,96.141311,83.4375,0,0
fastify-schema,fastify,schema,get,500,5,0,6232.4,152.06,373888,79.47,78,82,86,9985,0,9,9,291.60833333969117,120,98.42466666666667,100.49,40.16133333333333,41.11,86.704127,91.488255,83.484375,0,0
fastify-schema,fastify,schema,post,100,1,0,47790.94,628.51,2867394,1.4,1,5,6,97,0,0,0,20.73671875,120,99.449,101.5,39.33266666666667,40.59,14.311423,25.985023,85.35546875,0,0
fastify-schema,fastify,schema,post,100,2,0,47240.54,669.39,2834423,1.41,1,5,6,90,0,0,0,20.498697919845583,120,99.42166666666667,101.49,37.165,38.54,14.598143,19.759103,85.03515625,0,0
fastify-schema,fastify,schema,post,100,3,0,47648,717.35,2858781,1.39,1,5,6,184,0,0,0,20.67473958969116,120,99.41033333333333,101.53,39.70133333333333,40.38,14.311423,17.661951,86.12890625,0,0
fastify-schema,fastify,schema,post,100,4,0,47422.94,655.9,2845112,1.4,1,5,6,182,0,0,0,20.57604166984558,120,99.30366666666667,101.44,39.19433333333333,40.22,14.335999,18.333695,85.43359375,0,0
fastify-schema,fastify,schema,post,100,5,0,47533.34,687.75,2852093,1.39,1,5,6,138,0,0,0,20.62682291984558,120,99.33933333333333,101.49,38.916,39.54,14.335999,20.660223,85.80078125,0,0
fastify-schema,fastify,schema,post,10,1,0,50761.6,702.35,3045639,0.02,0,0,0,9,0,0,0,22.02552083969116,120,99.63283333333334,101.65,32.52733333333333,32.89,12.886015,17.940479,82.984375,0,0
fastify-schema,fastify,schema,post,10,2,0,51145.6,661.56,3068713,0.02,0,0,0,13,0,0,0,22.19427083969116,120,99.63833333333334,101.71,34.5205,35.01,12.591103,16.244735,83.1640625,0,0
fastify-schema,fastify,schema,post,10,3,0,50804.8,611.53,3048311,0.02,0,0,0,12,0,0,0,22.045572919845583,120,99.6285,101.7,33.26133333333333,33.64,13.017087,20.660223,82.890625,0,0
fastify-schema,fastify,schema,post,10,4,0,50459.74,546.51,3027589,0.02,0,0,0,9,0,0,0,21.8953125,120,99.57866666666666,101.62,33.336333333333336,33.86,13.041663,15.261695,82.83203125,0,0
fastify-schema,fastify,schema,post,10,5,0,50580.27,647.97,3034729,0.02,0,0,0,11,0,0,0,21.948697919845582,120,99.61016666666667,101.65,33.867333333333335,34.26,13.025279,20.578303,82.4921875,0,0
fastify-schema,fastify,schema,post,500,1,0,44454.94,1077.73,2667199,10.67,9,17,17,1711,0,0,0,19.288802089691163,120,99.17166666666667,101.43,51.379666666666665,51.88,24.379391,26.705919,94.43359375,0,0
fastify-schema,fastify,schema,post,500,2,0,44076.27,549.75,2644570,10.78,9,17,17,1933,0,0,0,19.12578125,120,99.25633333333333,101.37,49.20816666666666,49.82,23.134207,35.160063,93.10546875,0,0
fastify-schema,fastify,schema,post,500,3,0,44920,1310.41,2695195,10.57,9,17,17,2638,0,0,0,19.491666669845582,120,99.30283333333334,101.53,49.239,49.51,22.446079,29.016063,92.1328125,0,0
fastify-schema,fastify,schema,post,500,4,0,44448,722.91,2666866,10.69,9,17,17,2203,0,0,0,19.287760419845583,120,99.28033333333333,101.37,49.358333333333334,50.21,27.049983,28.000255,92.80859375,0,0
fastify-schema,fastify,schema,post,500,5,0,45300.8,1218.82,2717971,10.46,9,16,17,1882,0,0,0,19.655729169845582,120,99.33766666666666,101.49,52.34583333333333,52.7,25.837567,27.983871,94.7890625,0,0
