arm,framework,variant,endpoint,concurrency,rep,io_ms,rps_mean,rps_stddev,total_requests,lat_mean_ms,lat_p50_ms,lat_p95_ms,lat_p99_ms,lat_max_ms,non2xx,errors,timeouts,throughput_mb,cpu_samples,cpu_mean_pct,cpu_max_pct,mem_mean_mb,mem_max_mb,loop_p99_ms,loop_max_ms,rss_final_mb,link_util_pct,link_speed_mbps
express-plain,express,plain,get,100,1,50,1957.25,23.27,117435,50.6,50,53,54,58,0,0,0,23.053385419845583,120,17.473166666666668,20.64,32.411833333333334,33.28,12.165119,16.318463,78.83984375,0,0
express-plain,express,plain,get,100,2,50,1952.94,24.19,117176,50.7,51,53,54,60,0,0,0,23.003385419845582,120,18.023,22.39,32.52183333333333,33.46,12.410879,16.154623,79.328125,0,0
express-plain,express,plain,get,100,3,50,1957.22,26.18,117433,50.58,50,53,54,61,0,0,0,23.0546875,120,18.0325,20.61,32.626666666666665,33.52,12.140543,18.415615,79.38671875,0,0
express-plain,express,plain,get,100,4,50,1952.95,25.71,117177,50.69,51,53,54,62,0,0,0,23.003645839691163,120,17.953,20.99,32.24933333333333,33.13,12.238847,19.546111,79.546875,0,0
express-plain,express,plain,get,100,5,50,1954.64,26.89,117278,50.66,51,53,54,63,0,0,0,23.022916669845582,120,18.387166666666666,20.7,32.40725,33.11,12.107775,21.954559,78.8359375,0,0
express-plain,express,plain,get,100,1,5,11746.8,101.91,704787,8.11,8,11,11,26,0,0,0,138.3604166698456,120,83.23275,85.3,34.39308333333334,35.36,15.155199,23.855103,80.6796875,0,0
express-plain,express,plain,get,100,2,5,11653.2,233.66,699165,8.15,8,11,11,23,0,0,0,137.26145833969116,120,83.8215,88.16,34.94141666666667,35.69,15.286271,18.874367,80.671875,0,0
express-plain,express,plain,get,100,3,5,11667.74,162.31,700045,8.14,8,11,11,23,0,0,0,137.42864583969117,120,82.88,85.42,33.9835,34.56,15.114239,19.677183,81.04296875,0,0
express-plain,express,plain,get,100,4,5,11694.94,163.32,701673,8.13,8,11,11,20,0,0,0,137.74739583969117,120,82.96333333333334,85.61,34.577,35.26,15.253503,21.381119,81.01171875,0,0
express-plain,express,plain,get,100,5,5,11700.4,123.08,702019,8.13,8,11,11,22,0,0,0,137.81875,120,83.51608333333333,85.57,34.911833333333334,35.77,15.335423,16.769023,81.24609375,0,0
express-plain,express,plain,post,100,1,50,1974.05,20.11,118443,50.15,50,52,53,63,0,0,0,0.9807454490661621,120,17.305,21.49,34.20933333333333,34.67,11.984895,17.530879,79.9921875,0,0
express-plain,express,plain,post,100,2,50,1970.47,24.19,118228,50.24,50,52,53,60,0,0,0,0.9790283203125,120,17.543333333333333,22.03,34.16983333333334,34.77,11.968511,15.474687,79.95703125,0,0
express-plain,express,plain,post,100,3,50,1973.3,20.2,118398,50.16,50,52,53,63,0,0,0,0.9804443359375,120,17.346833333333333,21.41,33.41316666666667,34.37,11.862015,14.950399,79.66015625,0,0
express-plain,express,plain,post,100,4,50,1975.19,18.4,118511,50.11,50,52,53,57,0,0,0,0.9813313865661621,120,17.032666666666668,21.78,34.001,34.35,11.780095,20.856831,80.0625,0,0
express-plain,express,plain,post,100,5,50,1975.07,16.01,118504,50.11,50,52,53,59,0,0,0,0.981290693283081,120,17.443666666666665,20.52,33.8365,34.41,11.878399,16.531455,79.71484375,0,0
